id,original_text,label,corrected_text,
0419B003-3-018-a,"Τα μικρα πουλια σοθηκαν, μετα ηρθε
και η μανα tους και του εδοσε φαγητο.",1,"Τα μικρά πουλιά σώθηκαν, μετά ήρθε
και η μάνα τους και τους έδωσε φαγητό.",
0419B003-3-018-a,Τωρα ζουνε και οι tρεις χωρις φοβο.,1,Τώρα ζούνε και οι τρεις χωρίς φόβο.,
0419B003-3-018-b,"....../...../2011
Εγω πηγα χθες εκδρομη στη 
Κερκυρα με το σχολειο
μου,  εκει  ήταν  πολι  ωραια και
περασα καλα μετους φιλους μου…",1,"....../...../2011
Εγώ πήγα χθες εκδρομή στην 
Κέρκυρα με το σχολείο
μου,  εκεί  ήταν  πολύ  ωραία και
πέρασα καλά με τους φίλους μου…",
0419B003-3-018-b,"Μ΄αρεσε περισοτερο το κεντρο
τις Κερκυρας ,  γιατι είχε πολύ
κοσμο   ειχε καφετιερες, ειχε παζαρι
και μπορουσες να βρεις ολα     το
καλα. ",1,"Μ΄άρεσε περισσότερο το κέντρο
της Κέρκυρας ,  γιατί είχε πολύ
κόσμο   είχε καφετιέρες, είχε παζάρι
και μπορούσες να βρεις όλα     τα
καλά. ",
0419B003-3-018-b,"Δεν μάρεσε    οταν ενας φίλος
μου   με εναν   άλλο,  αλλα μετα τα βρικανε
και εγιναν φιλι.........",1,"Δε μ' άρεσε    όταν ένας φίλος
μου   με έναν   άλλο,  αλλά μετά τα βρήκανε
και έγιναν φίλοι.........",
0419B003-3-018-b,Γιασου......Αρμπιον,1,Γεια σου......Αρμπιον,
0419B003-3-019-a,"Μια φορά κι έναν καιρό  ήταν μια φωλιά ψηλά σε ένα δέντρο που μέσα
της είχε την μητέρα πουλί και τα δύο παιδιά της
τα πουλάκια.",1,"Μια φορά κι έναν καιρό  ήταν μια φωλιά ψηλά σε ένα δέντρο που μέσα
της είχε τη μητέρα πουλί και τα δύο παιδιά της
τα πουλάκια.",
0419B003-3-019-a,"Καθώς η μητέρα τους πήγανε να 
βρει τροφή μια γάτα βλέπει την φωλία χωρίς την 
μητέρα των πουλιών και αποφασίζει να ανεβεί
στην φωλιά.",1,"Καθώς η μητέρα τους πήγαινε να 
βρει τροφή μια γάτα βλέπει τη φωλία χωρίς τη 
μητέρα των πουλιών και αποφασίζει να ανεβεί
στη φωλιά.",
0419B003-3-019-a,"Καθώς ανεβαίνει το δέντρο ένας 
σκύλος την βλέπει και την δαγκώνει στην ουρά
και μετά όταν κατεβαίνει κάτω     η γάτα αρχίζουν
και κυνηγούν ο ένας    τον  άλλων.",1,"Καθώς ανεβαίνει στο δέντρο ένας 
σκύλος τη βλέπει και τη δαγκώνει στην ουρά
και μετά όταν κατεβαίνει κάτω     η γάτα αρχίζουν
και κυνηγούν ο ένας    τον  άλλον.",
0419B003-3-019-a,"Μετά
έρχεται     η   μητέρα   των πουλιών και
τους    φέρνει  τροφή.",0,,
0419B003-3-019-b,"08/12/2011


Γιώργο, γιάσου καιεσένα
Είμαι πολύ καλά   , εσύ πως είσαι;",1,"08/12/2011


Γιώργο, γεια σου και εσένα
Είμαι πολύ καλά   , εσύ πώς είσαι;",
0419B003-3-019-b,"Πέρασα πολύ καλά στην εκδρομή που
είχαμε με το    σχολείο.",0,,
0419B003-3-019-b,"Πήγαμε στο
Παραλίμνιο ,  παίξαμε μπιλιάρδο με δύο
φίλους μου και του νίκησα.",1,"Πήγαμε στο
Παραλίμνιο ,  παίξαμε μπιλιάρδο με δύο
φίλους μου και τους νίκησα.",
0419B003-3-019-b,"Εκεί ήταν
πολύ ωραία.",0,,
0419B003-3-019-b,"Στην εκδρομή μου άρεσε
πολύ ένα παιχνίδι που έκανα με 
την φίλη μου την Αρσίλντα, παίξαμε
επείσεις μπιλιάρδο αλλά δυστυχώς η 
Αρσίλντα δεν ήξερε να παίξει και
γελούσαμε      πολύ με αυτά που έκανε.",1,"Στην εκδρομή μου άρεσε
πολύ ένα παιχνίδι που έκανα με 
τη φίλη μου την Αρσίλντα, παίξαμε
επίσης μπιλιάρδο αλλά δυστυχώς η 
Αρσίλντα δεν ήξερε να παίζει και
γελούσαμε      πολύ με αυτά που έκανε.",
0419B003-3-019-b,"Στην εκδρομή δεν μου άρεσε το γεγονός
ότι ο διευθηντής δεν μας είχε ενημερώσει
πιο πριν και κάποια παιδιά δεν είχαν
φέρει λεφτά μαζί τους, αλλά το 
καλό είναι ότι περάσαμε καλά.",1,"Στην εκδρομή δε μου άρεσε το γεγονός
ότι ο διευθυντής δε μας είχε ενημερώσει
πιο πριν και κάποια παιδιά δεν είχαν
φέρει λεφτά μαζί τους, αλλά το 
καλό είναι ότι περάσαμε καλά.",
0419B003-3-019-b,"Πολλά χαιρετίσματα και από εμένα
					Μελσίντα",0,,
0419B003-3-020-a,"Μια φορά κι έναν καιρό ήταν ένα μεγάλο
πουλή και είχε δύο μικρά πουλάκια που τα 
προστάτευαι και ταϊζαι.",1,"Μια φορά κι έναν καιρό ήταν ένα μεγάλο
πουλί και είχε δύο μικρά πουλάκια που τα 
προστάτευε και τάιζε.",
0419B003-3-020-a,"Μια μέρα το πουλή
πήγε για να βρει τροφή γιατα πουλάκια της.",1,"Μια μέρα το πουλί
πήγε για να βρει τροφή για τα πουλάκια του.",
0419B003-3-020-a,",
αλλά μία γάτα πέρασε δι πλα από το δέντρο
που ήταν τα πουλάκια και τα είδε, και προσπάθησε
να ανέβει στο δέντρο για να το΄φαεί.",1,",
αλλά μία γάτα πέρασε δίπλα από το δέντρο
που ήταν τα πουλάκια και τα είδε, και προσπάθησε
να ανέβει στο δέντρο για να τα φάει.",
0419B003-3-020-a,"Ένας σκύλος
ομως που έιδε την γάτα να ανεβένει στο δέντρο
την πιάνει από την ουρά και την τραβάει κάτω,
εκηνει τη στιγμηί έρχεται το πουληπου ειχε φερεί
τρόφιμα για τα πουλάκια της.",1,"Ένας σκύλος
όμως που είδε τη γάτα να ανεβαίνει στο δέντρο
την πιάνει από την ουρά και τη τραβάει κάτω,
εκείνη τη στιγμή έρχεται το πουλί που είχε φέρει
τρόφιμα για τα πουλάκια του.",
0419B003-3-020-a,"Ο σκύλος ο φου τρόβιξαι
την γάτα κάτω την ακολούθησε για νατην πιάσει.",1,"Ο σκύλος ο φου τράβηξε
τη γάτα κάτω την ακολούθησε για να την πιάσει.",
0419B003-3-020-b,"Γιωάννινα          09/12/2011

Αγαπητέ μου φίλε ʼΓΓΕΛΕ.",1,"Ιωάννινα          09/12/2011

Αγαπητέ μου φίλε ΑΓΓΕΛΕ.",
0419B003-3-020-b,Εύχομαι να είσαι καλά.,0,,
0419B003-3-020-b,Αυτές τις μέρες είμαι πολύ χαρούμενως.,1,Αυτές τις μέρες είμαι πολύ χαρούμενος.,
0419B003-3-020-b,"οκαιρός είναι πολύ καλος , και εμείς πήγαμαι
εκδρομει  στηνΑθήνα, τρίμερη.",1,"ο καιρός είναι πολύ καλός , και εμείς πήγαμε
εκδρομή  στην Αθήνα, τριήμερη.",
0419B003-3-020-b,"Ήταν πολυ ωραία    εκεί πέρα, και περά σαμε καλά.",1,"Ήταν πολύ ωραία    εκεί πέρα, και περάσαμε καλά.",
0419B003-3-020-b,"Στην εκδρομή μου άρεσαι ότι πήγαμε σε 
νυχτερινό κέντρο και διασκε δασαμαι πολύ.",1,"Στην εκδρομή μου άρεσε ότι πήγαμε σε 
νυχτερινό κέντρο και διασκεδάσαμε πολύ.",
0419B003-3-020-b,"ήταν
πολύ ωραία.",0,,
0419B003-3-020-b,"Το μόνο που δεν μου άρεσε ήταν
όταν πήγαμε στην Βουλή, γιατί ήταν πολύ
βαρετώ να κάθεσαι  εκεί μέσα  δύο ώρες και
ναακούς τον Πρόεδρο της Δημοκρατίας.",1,"Το μόνο που δε μου άρεσε ήταν
όταν πήγαμε στη Βουλή, γιατί ήταν πολύ
βαρετό να κάθεσαι  εκεί μέσα  δύο ώρες και
να ακούς τον Πρόεδρο της Δημοκρατίας.",
0419B003-3-020-b,"Πολλά χερετίσματα σε όλους
					  Φατιόν",1,"Πολλά χαιρετίσματα σε όλους
					  Φατιόν",
0419B003-3-021-a,"Μια φορά κι έναν καιρό ήταν ένα πουλί που είχε δυο
μικρά πουλάκια.",0,,
0419B003-3-021-a,"Το πουλι αγαπουσε πάρα πολύ τα μικρά του
αλλά δεν μπορουσε να ήταν  συνεχεια μαζί τους γιατι επρεπε
να τους βρει φαι για να μην είναι νιστικά.",1,"Το πουλί αγαπούσε πάρα πολύ τα μικρά του
αλλά δεν μπορούσε να είναι  συνέχεια μαζί τους γιατί έπρεπε
να τους βρει φαΐ για να μην είναι νηστικά.",
0419B003-3-021-a,"Η μαμά
εφυγε και άφησε τα μικρόμονο τους και τους είπε
να προσεχουν για να μην τους δει καμια γάτα.",1,"Η μαμά
έφυγε και άφησε τα μικρά μόνα τους και τους είπε
να προσέχουν για να μην τα δει καμιά γάτα.",
0419B003-3-021-a,"Δυστιχως ομως η γατα  μόλις είδε ότι
μαμα εφυγε πήγε στα μικρά τις για να τα φάει,
ένας σκυλος που περνούσε από κει είδε την γάτα
που προσπαθούσε να ανεβεί στα πουλάκια
και την επιασε από την ουρά της.",1,"Δυστυχώς όμως η γάτα  μόλις είδε ότι η
μαμά έφυγε πήγε στα μικρά της για να τα φάει,
ένας σκύλος που περνούσε από κει είδε τη γάτα
που προσπαθούσε να ανεβεί στα πουλάκια
και την έπιασε από την ουρά της.",
0419B003-3-021-a,"Η μητερα
είδε τον σκυλο και την γάτα που στοκονόντουσαν
και πηγε στα μικρά τις.",1,"Η μητέρα
είδε το σκύλο και τη γάτα που σκοτωνόντουσαν
και πήγε στα μικρά της.",
0419B003-3-021-b,"8/12/2011
		Γιώργο!",0,,
0419B003-3-021-b,"Χαιρομαι που μου εγραψες αυτό το 
γραμμα.",1,"Χαίρομαι που μου έγραψες αυτό το 
γράμμα.",
0419B003-3-021-b,Εμείς μολις επιστρεψαμε απο την Καστορια.,1,Εμείς μόλις επιστρέψαμε από την Καστοριά.,
0419B003-3-021-b,"Ηταν πολύ ωραία εκεί,  φυσαγε πολύ αερας
Όμως δεν ήταν κρυο.",1,"Ήταν πολύ ωραία εκεί,  φύσαγε πολύς αέρας
Όμως δεν ήταν κρύος.",
0419B003-3-021-b,"Στην καστορια μου αρεσε
πολύ η λιμνη γιατί ήταν πολύ καθαρη και
φαινόταν οι πετρες απο  κατω, ολοι  προσεχαν την 
λιμνη και δεν εριχναν εκεί μεσα σκουπίδια.",1,"Στην Καστοριά μου άρεσε
πολύ η λίμνη γιατί ήταν πολύ καθαρή και
φαίνονταν οι πέτρες από  κάτω, όλοι  πρόσεχαν τη 
λίμνη και δεν έριχναν εκεί μέσα σκουπίδια.",
0419B003-3-021-b,"Ομως  είμαι σηγουρη ότι
θα περασετε   πολύ καλα στην εκδρομή σας

			Σου στελνω πολλα φιλια…",1,"Όμως  είμαι σίγουρη ότι
θα περάσετε   πολύ καλά στην εκδρομή σας

			Σου στέλνω πολλά φιλιά…",
0419B003-3-021-b,Ιλντα,1,Ίλντα,
0419B003-3-022-a,"Μια φορά κι έναν καιρό , σε ένα δεντρο κατοικουσαν
τα πουλία, η μήτερα τους  εφύγε να πάρει τροφίμα,
και αφίσε τα πουλία μο΄να(ο τόνος στο ν-) τους.",1,"Μια φορά κι έναν καιρό , σε ένα δέντρο κατοικούσαν
τα πουλιά, η μητέρα τους  έφυγε να πάρει τρόφιμα,
και άφησε τα πουλιά μόνα(ο τόνος στο ν-) τους.",
0419B003-3-022-a,"Η γατα που
ήταν κατω από το δέντρο βλέπει όταν φέυγει ή
μήτερα τον πουλίονκαι  μενει  μόνη με τα πουλιά.",1,"Η γάτα που
ήταν κάτω από το δέντρο βλέπει όταν φεύγει η
μητέρα των πουλιών και  μένει  μόνη με τα πουλιά.",
0419B003-3-022-a,τότε προσπαθεί να ανεβαίνει στο δέντρο γία να τα φάει.,1,τότε προσπαθεί να ανέβει στο δέντρο για να τα φάει.,
0419B003-3-022-a,"όμως 
από πίσω    της είρθε ένα σκυλακι όταν
η γατα ανεβαινει πάνω στο δέντρο το
σκυλί  τήν τραβαει από την ουρα της και τοτε
η μήτερα τους γυρίζε , και τους εφέρε τροφίμα.",1,"όμως 
από πίσω    της ήρθε ένα σκυλάκι όταν
η γάτα ανεβαίνει πάνω στο δέντρο το
σκυλί  την τραβάει από την ουρά της και τότε
η μήτερα τους γύριζε , και τους έφερε τρόφιμα.",
0419B003-3-022-a,"τότε  τήν γάτα τής  εδείοξε ο σκυλος και η
γάτα   εφύγε   τοτε τα πουλία και ή μα΄ν(ο τόνος στο ν-) α 
τους   εμιναν  ι συχή.",1,"τότε  τη γάτα την  έδιωξε ο σκύλος και η
γάτα   έφυγε   τότε τα πουλιά και η μάν(ο τόνος στο ν-) α 
τους   έμειναν  ήσυχοι.",
0419B003-3-022-b,"14/12/2011
			Γίασου  Γιώργο,
Αύτην την ευδομαδα που πέρασε πήγαμε
εκδρομή  στη Λίμνοπουλα.",1,"14/12/2011
			Γεια σου  Γιώργο,
Αυτήν την εβδομάδα που πέρασε πήγαμε
εκδρομή  στη Λιμνοπούλα.",
0419B003-3-022-b,"Όταν πηγαίνω
εχέι καπόιες φόρες μου αρέσει, και καποιες
όχι  γίατί  όταν βρέχη δεν μπόρεις να
κάνεις  τήποτα εχει γίατί τα πέριστοτερα
πραγμματα είναί έξω, αλλα έχει και
μέσα πράγμματα.",1,"Όταν πηγαίνω
εκεί κάποιες φορές μου αρέσει, και κάποιες
όχι  γιατί  όταν βρέχει δεν μπορείς να
κάνεις  τίποτα εκεί γιατί τα περισσότερα
πράγματα είναι έξω, αλλά έχει και
μέσα πράγματα.",
0419B003-3-022-b,"Όταν    βρεχη πρέπει
να κα΄θησεις μέσα, και    όχι να πάς
βόλτα    δηλάδη  να περπατήσεις με της
φίλες σου.",1,"Όταν    βρέχει πρέπει
να καθίσεις μέσα, και    όχι να πας
βόλτα    δηλαδή  να περπατήσεις με τις
φίλες σου.",
0419B003-3-022-b,"Εχει       ομώς δεν ηταν και
πόλυ όμορφα επείδη εύρεχε .",1,"Εκεί       όμως δεν ήταν και
πολύ όμορφα επειδή έβρεχε .",
0419B003-3-022-b,"Στην εκδρομη
Ομώς   μου   αρέσε πολύ που επαιζα με  
τής φιλής  μου  στα παιχνίδια που 
είχε, εχει   ώμος δεν ήταν  παιδικα
παιχνίδα  το μόνο που δεν μου α΄ρε΄σε είναι
που εύρεχε.",1,"Στην εκδρομή
Όμως   μου   άρεσε πολύ που έπαιζα με  
τις φίλες  μου  στα παιχνίδια που 
είχε, εκεί   όμως δεν ήταν  παιδικά τα
παιχνίδια  το μόνο που δε μου άρεσε ήταν
που έβρεχε.",
0419B003-3-022-b,"Δεν έχουν αυτα σιμασεια
σιμασεία     έχει που ημουν με της
φίλες  μου, και περασαμε καλα
			Χαιρετισματα από μέμα
			             Γιώργος ",1,"Δεν έχουν αυτά σημασία
σημασία     έχει που ήμουν με τις
φίλες  μου, και περάσαμε καλά
			Χαιρετίσματα από μένα
			             Γιώργος ",
0419B003-3-023-a,"Μια φορά κι έναν καιρό ηταν  δειω μεικρα
πουλεια και η μιτερα του.",1,"Μια φορά κι έναν καιρό ήταν  δυο μικρά
πουλιά και η μητέρα τους.",
0419B003-3-023-a,"Η μητερα
εφειγε    να  του  βρει    φαει  και τις
ηδε μία γατα .",1,"Η μητέρα
έφυγε    να  τους  βρει    φαΐ  και τα
είδε μία γάτα .",
0419B003-3-023-a,"Η γάτα  πειγεκοντα
στα     δειο   μίκρα  πουλεια  και ανεβεικε
στο δεντρο να τα φαει  πεισο
τις  ηταν  ενα  σκιλο.",1,"Η γάτα  πήγε κοντά
στα     δυο   μικρά  πουλιά  και ανέβηκε
στο δέντρο να τα φάει  πίσω
της  ήταν  ένας  σκύλος.",
0419B003-3-023-a,"Ο σκειλος
πειγε   να  τι πει ασει την γατα.",1,"Ο σκύλος
πήγε   να  την πιάσει τη γάτα.",
0419B003-3-023-a,"Μετα ηρθε η μιτερα με φαει
και   εδοσε στα   μικρα.",1,"Μετά ήρθε η μητέρα με φαΐ
και   έδωσε στα   μικρά.",
0419B003-3-023-a,"και  ο
σκειλος   κεινειγεισε   την γατο.",1,"και  ο
σκύλος   κυνήγησε   τη γάτα.",
0419B003-3-023-b,"Γιωανεινα /8,12/2012

Γιωργος γεια σου
ελπιζω     να εισαι  καλα.",1,"Ιωάννινα 8/12/2012

Γιώργο γεια σου
ελπίζω     να είσαι  καλά.",
0419B003-3-023-b,",
τις τελευταιες   μερες    εχει   πολυ
καλο καιρο εδω στη Γιωανεινα.",1,",
τις τελευταίες   μέρες    έχει   πολύ
καλό καιρό εδώ στα Γιάννενα.",
0419B003-3-023-b,"Εχει πολυ ζεστει εδο και δεν
εχει  νερο..",1,"Έχει πολλή ζέστη εδώ και δεν
έχει  νερό..",
0419B003-3-023-b,"Σε 2 μινες   θα πομε
εκδρομη    στιν Αθεινα με το σχολειο
Δεν εχω παει εκει και θελο πολυ
να δω;",1,"Σε 2 μήνες   θα πάμε
εκδρομή    στην Αθήνα με το σχολείο
Δεν έχω πάει εκεί και θέλω πολύ
να δω;",
0419B003-3-023-b,"Πολλα χραετσματα
					        Στους δυκους σου
						Ματεος.",1,"Πολλά χαιρετίσματα
					        Στους δικούς σου
						Ματέος.",
0419B003-3-024-a,"Μια φορά κι έναν καιρό ηταν ενα πουλη
με διο παιδια   το πουλη εφηγε
για να βρει    τροφι για τα πεδιατης
αυτι τι στιγμι ειρθε μια γατα
κατω    από την δεντρο    και σκεφτοντα
που   θα  τις πιασει τα παιδια τις
πουλης  η γατα  αρχιζι να ανεβει
πονω στο δεντρο  αλλα  αυτι τι στιγμη
ειρθε ενα   σκυλο και   αρχισε να
την   πιασι  την γατα   ουρα και
το τρα βι ξε κατο.",1,"Μια φορά κι έναν καιρό ήταν ένα πουλί
με δυο παιδιά   το πουλί έφυγε
για να βρει    τροφή για τα παιδιά του
εκείνη τη στιγμή ήρθε μια γάτα
κάτω    από το δέντρο    και σκεφτόταν
ότι   θα  του πιάσει τα παιδιά του
πουλιού  η γάτα  άρχιζε να ανεβαίνει
πάνω στο δέντρο  αλλά  εκείνη τη στιγμή
ήρθε ένας   σκύλος και   άρχισε να
της   πιάνει  της γάτας την  ουρά και
την τράβηξε κάτω.",
0419B003-3-024-a,"η πουλη ειρθε
με την    τροφι  και  εδοσε  στη
παιδια  της.",1,"το πουλί ήρθε
με την    τροφή  και  έδωσε  στα
παιδιά  του.",
0419B003-3-024-b,"/12/2011
Αγαπητεμοι     φιλε
Εύχομαι να εισαι καλα.",1,"/12/2011
Αγαπητέ μου     φίλε
Εύχομαι να είσαι καλά.",
0419B003-3-024-b,"Αυτες   τις  μερες   ειμαι   καλα και
πιγαμε   εκδρομι   στην   Κρητη   τριμερι
εκι    ηταν   πολι  ωρεα.",1,"Αυτές   τις  μέρες   είμαι   καλά και
πήγαμε   εκδρομή   στην   Κρήτη   τριήμερη
εκεί    ήταν   πολύ  ωραία.",
0419B003-3-024-b,"Και ειχε ι  πρικο
πα ραλια  μου αρεσε  παρα πολει
Γενικα  μου αρες  η  εκδρομη   και
δεν   ειχα    κατι    που δεν μουαρεσι Αυτά
	πολλα χαιρετισματα
	ΟρχΑν",1,"Και είχε  πάρκο
παραλία  μου άρεσε  πάρα πολύ
Γενικά  μου άρεσε  η  εκδρομή   και
δεν   υπήρχε    κάτι    που δε μου άρεσε Αυτά
	πολλά χαιρετίσματα
	ΟρχΑν",
0523A002-1-001,"Μια φορά κι έναν καιρό ηταν ενα πουλι και 
Μια φορά η μαμά πιγε να μαζεψη τρόφι 
κε ξεκηνήσε και οταν εφιγε η μάμα 
η ρφε μηα γάτα και ει γάτα κιτάζε.",1,"Μια φορά κι έναν καιρό ήταν ένα πουλί και 
Μια φορά η μαμά πήγε να μαζέψει τροφή 
και ξεκίνησε και όταν έφυγε η μαμά 
ήρθε μια γάτα και η γάτα κοίταζε.",
0523A002-1-001,"τη φόλια από το πούλα
και μέτα η γατα α νε βίκε στο δεντρό.",1,"τη φωλιά με τα πουλιά
και μετά η γάτα ανέβηκε στο δέντρο.",
0523A002-1-001,"και ξάφνικα η ρφε ενάς στά γος
και δαγκοσε την ούρα από την γάτα.",1,"και ξαφνικά ήρθε ένας σκύλος
και δάγκωσε την ουρά της γάτας.",
0523A002-1-001,"και ετσί ο σκίλος κατα φερα να διοξιτη 
γάτα",1,"και έτσι ο σκύλος κατάφερε να διώξει τη 
γάτα",
0523A002-2-002-a,"Μια φορά κι έναν καιρό είταν ένα πούλι που
είχε δυο μικρά πουλάκια άλλα αυτό το 
πουλί δεν είχε φαγιτό και πηγε να πάρι
φαγιτό για τά παιδάκια της .",1,"Μια φορά κι έναν καιρό ήταν ένα πουλί που
είχε δυο μικρά πουλάκια αλλά αυτό το 
πουλί δεν είχε φαγητό και πήγε να πάρει
φαγητό για τα παιδάκια του .",
0523A002-2-002-a,"άλλα 
μια μέρα πέρπατούσε μια γάτα που
αυτή πηνούσε και είθελε να ανεβί
ανέρι άλλα ένα σκιλί την πρόλαβε
και πήγε να την δαγγόσι στην
ουράτης μετά η γάτα ευηγε τρ-
εχοντας έντο το πουλί χαρούμενη
τάηζε τα πουλάκια της και ζίσαν
αυτή καλά και μις καλίτερα.",1,"αλλά 
μια μέρα περπατούσε μια γάτα που
αυτή πεινούσε και ήθελε να ανεβεί
ανέρι αλλά ένα σκυλί την πρόλαβε
και πήγε να τη δαγκώσει στην
ουρά της μετά η γάτα έφυγε τρέ-
χοντας ενώ το πουλί χαρούμενο
τάιζε τα πουλάκια του και 'ζήσαν
αυτοί καλά και μεις καλύτερα.",
0523A002-2-002-b,Αγαπημένο μου ημερολόγιο .,0,,
0523A002-2-002-b,"μια μέρα πήγα
με της φίλες μου βολτα στη
θάλασσα.",1,"μια μέρα πήγα
με τις φίλες μου βόλτα στη
θάλασσα.",
0523A002-2-002-b,"στη διαδρομί είχαι πολλά
λουλούδια και φιτά όταν φτάσα με 
μετίμια έυγαλα τα ρούχα μου μετίμια
βούτιξα στη θάλασσα μαζί με της 
φίλες μου και αυτη την εγγρομί
δεν θα την ξαχάσο ποτέ... ",1,"στη διαδρομή είχε πολλά
λουλούδια και φυτά όταν έφτασα με 
με τη μια έβγαλα τα ρούχα μου με τη μια
βούτηξα στη θάλασσα μαζί με τις 
φίλες μου και αυτή την εκδρομή
δε θα την ξεχάσω ποτέ... ",
0523A002-2-003-a,"Μια φορά κι έναν καιρό ήταν μία φωλιά με πουλακι
και η μητέρα τους έφηγε.",1,"Μια φορά κι έναν καιρό ήταν μία φωλιά με πουλάκια
και η μητέρα τους έφυγε.",
0523A002-2-003-a,"Απο εκεί περνούσε μιά
γάτα η οποία ήτανε πολή πινασμένη.",1,"Από εκεί περνούσε μία
γάτα η οποία ήτανε πολύ πεινασμένη.",
0523A002-2-003-a,"Ανεβικε σιγά
σιγά επάνω στο δέντρο και τσακ την είδε ο σκύλος.",1,"Ανέβηκε σιγά
σιγά επάνω στο δέντρο και τσακ την είδε ο σκύλος.",
0523A002-2-003-a,"Ο σκύλος της δάγγοσε  την ουρά και εκείνη
έφιγε απο έκεί και την ακολούθισε.",1,"Ο σκύλος της δάγκωσε  την ουρά και εκείνη
έφυγε από εκεί και την ακολούθησε.",
0523A002-2-003-a,"Και ζήσανε
εκείνη καλά κι εμείς καλίτερα",1,"Και ζήσανε
εκείνοι καλά κι εμείς καλύτερα",
0523A002-2-003-b,"Αγαπημένο μου ημερολόγιο εχτές πήγαμε στη Θεσαλονήκι
και περάσαμε τέλια.",1,"Αγαπημένο μου ημερολόγιο εχτές πήγαμε στη Θεσσαλονίκη
και περάσαμε τέλεια.",
0523A002-2-003-b,"Πήγαμε σε ένα μουσίο και γελάσαμε
παρα πολή.",1,"Πήγαμε σε ένα μουσείο και γελάσαμε
πάρα πολύ.",
0523A002-2-003-b,την εκδρομί πίγα με την οίκογενεια μου.,1,την εκδρομή πήγα με την οικογένειά μου.,
0523A002-2-003-b,Μετά λέγαμε αστία σε μια καφετερια που πήγαμε.,1,Μετά λέγαμε αστεία σε μια καφετέρια που πήγαμε.,
0523A002-2-003-b,"Αυτή η εκδρομή ήταν απίστευτι κάτσαμε σε ένα
μεγάλο ξενοδοχίο.",1,"Αυτή η εκδρομή ήταν απίστευτη κάτσαμε σε ένα
μεγάλο ξενοδοχείο.",
0523A002-2-003-b,"Την επόμενη μέρα φήγαμε τα
πέρασα τέλια εκίνη την ημέρα.",1,"Την επόμενη μέρα φύγαμε τα
πέρασα τέλεια εκείνη την ημέρα.",
0523A002-2-004-a,"Μια φορά κι έναν καιρό μια οικογενεια πουλιων
ηταν μιαχαρα μια μερα ευηγε η μαμα που-
λινα και μια γατα ηθελε να φαει 
τα πουλια περιμενε και περινεμε και
αποφασισε να ανευη στο δεντρ-
ο τοτε ηρθε ενας σκυλος και
δαγκοσε την ουρα της γατας και η
γατα ευηγε κι εζεισαν αυτη κα-
λα κι εμεις καλειτερα",1,"Μια φορά κι έναν καιρό μια οικογένεια πουλιών
ήταν μια χαρά μια μέρα έφυγε η μαμά που-
λί και μια γάτα ήθελε να φάει 
τα πουλιά περίμενε και περίμενε και
αποφάσισε να ανέβει στο δέ-
ντρο τότε ήρθε ένας σκύλος και
δάγκωσε την ουρά της γάτας και η
γάτα έφυγε κι έζησαν αυτοί κα-
λά κι εμείς καλύτερα",
0523A002-2-004-b,"Αγαπημένο μου ημερολόγιο Χθες το προη
με την οικογενεια μου πηγαμε εκδ-
ρομη στο βουνο χανια εκει ηταν ολλα ηταν 
χιονιζμενα τα δεντρα τα σπιτια ολλα
μου αρεσε παρα πολυ και δε θα χσθεσα-
σω ποτε αυτη τημερα ",1,"Αγαπημένο μου ημερολόγιο Χθες το πρωί
με την οικογένειά μου πήγαμε ε-
κδρομή στο βουνό Χανιά εκεί ήταν όλα 
χιονισμένα τα δέντρα τα σπίτια όλα
μου άρεσαν πάρα πολύ και δε θα ξεχά-
σω ποτέ αυτή τη μέρα ",
0523A002-3-001-a,"Μια φορά κι έναν καιρό ηταν ενα πουλι που ειχαι
δυο μικρα πουλια, που ήθελαν να φανε και καθως
εφευγε η μητερα τους πλησιαζε μια γατα κοιτουσ
τα πουλια.",1,"Μια φορά κι έναν καιρό ήταν ένα πουλί που είχε
δυο μικρά πουλιά, που ήθελαν να φάνε και καθώς
έφευγε η μητέρα τους πλησίαζε μια γάτα που κοιτούσε τα πουλιά.",
0523A002-3-001-a,"και η γατα ανεβενε στην φολια ετσι
οπος ανεβενε πλησιαζε ενας σκυλος
οταν ανεβηκε ηγατα στη φωλια ο σκυλος
δαγκοσε την ουρα, τοτε ειρθε ημαμα πουλι,
εδοσε στα πουλια να φανε και ο σκυλος 
κυνιγουσε την γατα, ετσει ζεισαν αυτοι
καλα (εκτος απο την γατα) κιεμεις καλυτερα",1,"και η γάτα ανέβαινε στη φωλιά έτσι
όπως ανέβαινε πλησίαζε ένας σκύλος
όταν ανέβηκε η γάτα στη φωλιά ο σκύλος
δάγκωσε την ουρά, τότε ήρθε η μαμά πουλί,
έδωσε στα πουλιά να φάνε και ο σκύλος 
κυνηγούσε τη γάτα, έτσι 'ζήσαν αυτοί
καλά (εκτός από τη γάτα) κι εμείς καλύτερα",
